matrix	nr_rows	nr_cols	nr_nzeros	density	nnz-r-min	nnz-r-max	nnz-r-avg	nnz-r-std	nnz-c-min	nnz-c-max	nnz-c-avg	nnz-c-std	skew_coeff	bw-min	bw-max	bw-avg	bw-std	bw-scaled-min	bw-scaled-max	bw-scaled-avg	bw-scaled-std	sc-min	sc-max	sc-avg	sc-std	sc-scaled-min	sc-scaled-max	sc-scaled-avg	sc-scaled-std	nr_groups-r-min	nr_groups-r-max	nr_groups-r-avg	nr_groups-r-std	num-neigh-avg	cross_row_sim-avg
mk11-b4	10395	17325	51975	0.000289	5.000000	5.000000	5.000000	0.000000	3.000000	3.000000	3.000000	0.000000	0.000000	445.000000	13984.000000	5508.395671	3372.883840	0.025685	0.807157	0.317945	0.194683	0.000358	0.011236	0.001587	0.001530	6.194580	194.662921	27.500464	26.498642	4.000000	5.000000	4.795575	0.403281	0.081770	0.400000
mk11-b4b	9450	17325	47250	0.000289	5.000000	5.000000	5.000000	0.000000	2.000000	3.000000	2.727273	0.445362	0.000000	445.000000	13984.000000	5561.255556	3410.549064	0.025685	0.807157	0.320996	0.196857	0.000358	0.011236	0.001581	0.001540	6.194580	194.662921	27.397453	26.678125	4.000000	5.000000	4.775661	0.417146	0.089735	0.428085
mk12-b1	1485	66	2970	0.030303	2.000000	2.000000	2.000000	0.000000	45.000000	45.000000	45.000000	0.000000	0.000000	1.000000	64.000000	23.914478	14.744060	0.015152	0.969697	0.362341	0.223395	0.031250	2.000000	0.175934	0.281001	2.062500	132.000000	11.611620	18.546044	1.000000	2.000000	1.983838	0.126097	0.016162	0.870370
mk12-b2	13860	1485	41580	0.002020	3.000000	3.000000	3.000000	0.000000	28.000000	28.000000	28.000000	0.000000	0.000000	24.000000	1395.000000	501.498052	318.919933	0.016162	0.939394	0.337709	0.214761	0.002151	0.125000	0.011342	0.012871	3.193548	185.625000	16.843429	19.113827	2.000000	3.000000	2.977706	0.147639	0.014863	0.794300
mk12-b3	51975	13860	207900	0.000289	4.000000	4.000000	4.000000	0.000000	15.000000	15.000000	15.000000	0.000000	0.000000	144.000000	12115.000000	4485.771544	2870.490985	0.010390	0.874098	0.323649	0.207106	0.000330	0.027778	0.001720	0.002083	4.576145	385.000000	23.845895	28.869008	3.000000	4.000000	3.959153	0.197935	0.020423	0.698422
mk12-b4	62370	51975	311850	0.000096	5.000000	5.000000	5.000000	0.000000	6.000000	6.000000	6.000000	0.000000	0.000000	816.000000	44229.000000	16406.014831	10352.325086	0.015700	0.850967	0.315652	0.199179	0.000113	0.006127	0.000570	0.000630	5.875670	318.474265	29.634433	32.722748	4.000000	5.000000	4.897242	0.303642	0.041103	0.531066
mk12-b5	10395	62370	62370	0.000096	6.000000	6.000000	6.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	1088.000000	48323.000000	19316.701876	11857.568365	0.017444	0.774780	0.309711	0.190117	0.000124	0.005515	0.000572	0.000653	7.744138	343.952206	35.668480	40.731225	5.000000	6.000000	5.397114	0.489300	0.200962	0.159580
mk13-b5	135135	270270	810810	0.000022	6.000000	6.000000	6.000000	0.000000	3.000000	3.000000	3.000000	0.000000	0.000000	2730.000000	225904.000000	83360.836630	52912.501343	0.010101	0.835846	0.308435	0.195776	0.000027	0.002198	0.000141	0.000185	7.178359	594.000000	38.118162	49.873775	5.000000	6.000000	5.806194	0.395279	0.064602	0.372386
mk9-b1	378	36	756	0.055556	2.000000	2.000000	2.000000	0.000000	21.000000	21.000000	21.000000	0.000000	0.000000	1.000000	34.000000	13.015873	7.965851	0.027778	0.944444	0.361552	0.221274	0.058824	2.000000	0.311529	0.408941	2.117647	72.000000	11.215043	14.721878	1.000000	2.000000	1.957672	0.201336	0.042328	0.820106
mk9-b2	1260	378	3780	0.007937	3.000000	3.000000	3.000000	0.000000	10.000000	10.000000	10.000000	0.000000	0.000000	15.000000	336.000000	130.630952	78.933493	0.039683	0.888889	0.345585	0.208819	0.008929	0.200000	0.038682	0.034330	3.375000	75.600000	14.621906	12.976581	2.000000	3.000000	2.923016	0.266566	0.051323	0.676984
mk9-b3	945	1260	3780	0.003175	4.000000	4.000000	4.000000	0.000000	3.000000	3.000000	3.000000	0.000000	0.000000	48.000000	997.000000	414.510053	242.651792	0.038095	0.791270	0.328976	0.192581	0.004012	0.083333	0.015895	0.014012	5.055165	105.000000	20.027765	17.655600	3.000000	4.000000	3.772487	0.419227	0.113757	0.447090
n2c6-b10	30	306	330	0.035948	11.000000	11.000000	11.000000	0.000000	1.000000	5.000000	1.078431	0.554594	0.000000	10.000000	217.000000	137.766667	64.714596	0.032680	0.709150	0.450218	0.211486	0.050691	1.100000	0.147263	0.205922	15.511521	336.600000	45.062334	63.012147	1.000000	11.000000	7.000000	2.720294	0.727273	0.387879
n2c6-b1	105	15	210	0.133333	2.000000	2.000000	2.000000	0.000000	14.000000	14.000000	14.000000	0.000000	0.000000	1.000000	14.000000	5.333333	3.399346	0.066667	0.933333	0.355556	0.226623	0.142857	2.000000	0.662351	0.581370	2.142857	30.000000	9.935267	8.720549	1.000000	2.000000	1.866667	0.339935	0.133333	0.938095
n2c6-b2	455	105	1365	0.028571	3.000000	3.000000	3.000000	0.000000	13.000000	13.000000	13.000000	0.000000	0.000000	2.000000	92.000000	36.800000	21.578826	0.019048	0.876190	0.350476	0.205513	0.032609	1.500000	0.131338	0.130612	3.423913	157.500000	13.790482	13.714211	1.000000	3.000000	2.797802	0.407074	0.134799	0.940659
n2c6-b3	1365	455	5460	0.008791	4.000000	4.000000	4.000000	0.000000	12.000000	12.000000	12.000000	0.000000	0.000000	3.000000	367.000000	157.942857	88.127595	0.006593	0.806593	0.347127	0.193687	0.010899	1.333333	0.042851	0.062564	4.959128	606.666667	19.497166	28.466498	1.000000	4.000000	3.723810	0.469491	0.138095	0.941026
n2c6-b4	3003	1365	15015	0.003663	5.000000	5.000000	5.000000	0.000000	11.000000	11.000000	11.000000	0.000000	0.000000	4.000000	1009.000000	478.761905	252.406859	0.002930	0.739194	0.350741	0.184913	0.004955	1.250000	0.018680	0.037963	6.764123	1706.250000	25.498380	51.819085	1.000000	5.000000	4.640693	0.539270	0.143723	0.939128
n2c6-b5	4945	3003	29670	0.001998	6.000000	6.000000	6.000000	0.000000	9.000000	10.000000	9.880120	0.324821	0.000000	5.000000	2024.000000	1076.730839	536.661002	0.001665	0.673993	0.358552	0.178708	0.002964	1.200000	0.010480	0.027405	8.902174	3603.600000	31.471274	82.295849	1.000000	6.000000	5.541759	0.628868	0.152747	0.926289
n2c6-b6	5715	4945	40005	0.001416	7.000000	7.000000	7.000000	0.000000	5.000000	9.000000	8.089990	1.240124	0.000000	6.000000	3031.000000	1816.165179	868.250254	0.001213	0.612942	0.367273	0.175581	0.002309	1.166667	0.007709	0.023989	11.420323	5769.166667	38.122623	118.625598	1.000000	7.000000	6.404024	0.764719	0.170279	0.869541
n2c6-b7	3990	5715	31920	0.001400	8.000000	8.000000	8.000000	0.000000	2.000000	8.000000	5.585302	1.734684	0.000000	7.000000	3179.000000	2139.332080	1002.693943	0.001225	0.556255	0.374336	0.175450	0.002517	1.142857	0.008135	0.027181	14.381881	6531.428571	46.492545	155.341963	1.000000	8.000000	7.159900	0.985863	0.210025	0.761435
n2c6-b8	1470	3990	13230	0.002256	9.000000	9.000000	9.000000	0.000000	1.000000	7.000000	3.315789	1.421470	0.000000	8.000000	2196.000000	1526.164626	716.298004	0.002005	0.550376	0.382497	0.179523	0.004098	1.125000	0.013773	0.042075	16.352459	4488.750000	54.954928	167.877545	1.000000	9.000000	7.712245	1.300779	0.286168	0.638171
n2c6-b9	306	1470	3060	0.006803	10.000000	10.000000	10.000000	0.000000	0.000000	6.000000	2.081633	0.899813	0.000000	9.000000	914.000000	592.872549	284.244579	0.006122	0.621769	0.403315	0.193364	0.010941	1.111111	0.037487	0.083634	16.083151	1633.333333	55.105963	122.942434	1.000000	10.000000	7.888889	1.815170	0.422222	0.569281
n3c4-b1	15	6	30	0.333333	2.000000	2.000000	2.000000	0.000000	5.000000	5.000000	5.000000	0.000000	0.000000	1.000000	5.000000	2.333333	1.247219	0.166667	0.833333	0.388889	0.207870	0.400000	2.000000	1.160000	0.622325	2.400000	12.000000	6.960000	3.733952	1.000000	2.000000	1.666667	0.471405	0.333333	0.866667
n3c4-b2	20	15	60	0.200000	3.000000	3.000000	3.000000	0.000000	4.000000	4.000000	4.000000	0.000000	0.000000	2.000000	11.000000	6.650000	2.574393	0.133333	0.733333	0.443333	0.171626	0.272727	1.500000	0.548225	0.288845	4.090909	22.500000	8.223377	4.332672	1.000000	3.000000	2.450000	0.589491	0.366667	0.850000
n3c4-b3	15	20	60	0.200000	4.000000	4.000000	4.000000	0.000000	3.000000	3.000000	3.000000	0.000000	0.000000	3.000000	13.000000	10.000000	3.183290	0.150000	0.650000	0.500000	0.159164	0.307692	1.333333	0.475818	0.263194	6.153846	26.666667	9.516350	5.263883	1.000000	4.000000	3.066667	0.853750	0.466667	0.783333
n3c4-b4	6	15	30	0.333333	5.000000	5.000000	5.000000	0.000000	2.000000	2.000000	2.000000	0.000000	0.000000	4.000000	11.000000	9.000000	2.449490	0.266667	0.733333	0.600000	0.163299	0.454545	1.250000	0.630682	0.282781	6.818182	18.750000	9.460227	4.241716	1.000000	5.000000	3.166667	1.343710	0.733333	0.633333
n3c5-b1	45	10	90	0.200000	2.000000	2.000000	2.000000	0.000000	9.000000	9.000000	9.000000	0.000000	0.000000	1.000000	9.000000	3.666667	2.211083	0.100000	0.900000	0.366667	0.221108	0.222222	2.000000	0.857319	0.618241	2.222222	20.000000	8.573192	6.182413	1.000000	2.000000	1.800000	0.400000	0.200000	0.911111
n3c5-b2	120	45	360	0.066667	3.000000	3.000000	3.000000	0.000000	8.000000	8.000000	8.000000	0.000000	0.000000	2.000000	37.000000	17.050000	8.726253	0.044444	0.822222	0.378889	0.193917	0.081081	1.500000	0.249522	0.195530	3.648649	67.500000	11.228468	8.798852	1.000000	3.000000	2.691667	0.479511	0.205556	0.913889
n3c5-b3	210	120	840	0.033333	4.000000	4.000000	4.000000	0.000000	7.000000	7.000000	7.000000	0.000000	0.000000	3.000000	87.000000	46.514286	21.534740	0.025000	0.725000	0.387619	0.179456	0.045977	1.333333	0.124756	0.128193	5.517241	160.000000	14.970710	15.383176	1.000000	4.000000	3.561905	0.576092	0.219048	0.908333
n3c5-b4	252	210	1260	0.023810	5.000000	5.000000	5.000000	0.000000	6.000000	6.000000	6.000000	0.000000	0.000000	4.000000	134.000000	85.031746	36.130921	0.019048	0.638095	0.404913	0.172052	0.037313	1.250000	0.087609	0.107142	7.835821	262.500000	18.397785	22.499884	1.000000	5.000000	4.388889	0.723442	0.244444	0.893651
n3c5-b5	210	252	1260	0.023810	6.000000	6.000000	6.000000	0.000000	5.000000	5.000000	5.000000	0.000000	0.000000	5.000000	148.000000	108.714286	43.445799	0.019841	0.587302	0.431406	0.172404	0.040541	1.200000	0.083104	0.107704	10.216216	302.400000	20.942214	27.141397	1.000000	6.000000	5.133333	0.956847	0.288889	0.867460
n3c5-b6	120	210	840	0.033333	7.000000	7.000000	7.000000	0.000000	4.000000	4.000000	4.000000	0.000000	0.000000	6.000000	134.000000	98.625000	38.133114	0.028571	0.638095	0.469643	0.181586	0.052239	1.166667	0.105249	0.128130	10.970149	245.000000	22.102381	26.907343	1.000000	7.000000	5.716667	1.317721	0.366667	0.823810
n3c5-b7	30	120	240	0.066667	8.000000	8.000000	8.000000	0.000000	1.000000	3.000000	2.000000	0.707107	0.000000	7.000000	87.000000	63.366667	25.290951	0.058333	0.725000	0.528056	0.210758	0.091954	1.142857	0.192459	0.209444	11.034483	137.142857	23.095100	25.133322	1.000000	8.000000	5.766667	2.011357	0.558333	0.516667
n3c6-b10	675	2511	7425	0.004381	11.000000	11.000000	11.000000	0.000000	1.000000	5.000000	2.956989	1.175441	0.000000	10.000000	1687.000000	1120.577778	506.978671	0.003982	0.671844	0.446268	0.201903	0.006520	1.100000	0.020813	0.056298	16.372851	2762.100000	52.260665	141.364624	1.000000	11.000000	9.019259	2.041332	0.360135	0.616835
n3c6-b1	105	105	210	0.019048	2.000000	2.000000	2.000000	0.000000	0.000000	14.000000	2.000000	4.898979	0.000000	1.000000	14.000000	5.333333	3.399346	0.009524	0.133333	0.050794	0.032375	0.142857	2.000000	0.662351	0.581370	15.000000	210.000000	69.546870	61.043841	1.000000	2.000000	1.866667	0.339935	0.133333	0.938095
n3c6-b11	60	675	720	0.017778	12.000000	12.000000	12.000000	0.000000	0.000000	4.000000	1.066667	0.679869	0.000000	19.000000	495.000000	317.583333	144.403981	0.028148	0.733333	0.470494	0.213932	0.024242	0.631579	0.068964	0.098390	16.363636	426.315789	46.550798	66.413392	2.000000	12.000000	8.800000	2.719068	0.533333	0.345833
n3c6-b2	455	105	1365	0.028571	3.000000	3.000000	3.000000	0.000000	13.000000	13.000000	13.000000	0.000000	0.000000	2.000000	92.000000	36.800000	21.578826	0.019048	0.876190	0.350476	0.205513	0.032609	1.500000	0.131338	0.130612	3.423913	157.500000	13.790482	13.714211	1.000000	3.000000	2.797802	0.407074	0.134799	0.940659
n3c6-b3	1365	455	5460	0.008791	4.000000	4.000000	4.000000	0.000000	12.000000	12.000000	12.000000	0.000000	0.000000	3.000000	367.000000	157.942857	88.127595	0.006593	0.806593	0.347127	0.193687	0.010899	1.333333	0.042851	0.062564	4.959128	606.666667	19.497166	28.466498	1.000000	4.000000	3.723810	0.469491	0.138095	0.941026
n3c6-b4	3003	1365	15015	0.003663	5.000000	5.000000	5.000000	0.000000	11.000000	11.000000	11.000000	0.000000	0.000000	4.000000	1009.000000	478.761905	252.406859	0.002930	0.739194	0.350741	0.184913	0.004955	1.250000	0.018680	0.037963	6.764123	1706.250000	25.498380	51.819085	1.000000	5.000000	4.640693	0.539270	0.143723	0.939128
n3c6-b5	5005	3003	30030	0.001998	6.000000	6.000000	6.000000	0.000000	10.000000	10.000000	10.000000	0.000000	0.000000	5.000000	2024.000000	1078.077922	536.276035	0.001665	0.673993	0.359000	0.178580	0.002964	1.200000	0.010431	0.027246	8.902174	3603.600000	31.324854	81.821060	1.000000	6.000000	5.542857	0.627390	0.152381	0.934799
n3c6-b6	6435	5005	45045	0.001399	7.000000	7.000000	7.000000	0.000000	9.000000	9.000000	9.000000	0.000000	0.000000	6.000000	3067.000000	1855.599068	875.825607	0.001199	0.612787	0.370749	0.174990	0.002282	1.166667	0.007322	0.022654	11.423215	5839.166667	36.644277	113.385464	1.000000	7.000000	6.422222	0.745025	0.165079	0.927717
n3c6-b7	6435	6435	51480	0.001243	8.000000	8.000000	8.000000	0.000000	8.000000	8.000000	8.000000	0.000000	0.000000	7.000000	3628.000000	2481.645377	1124.081243	0.001088	0.563792	0.385648	0.174682	0.002205	1.142857	0.006395	0.021599	14.189636	7354.285714	41.151437	138.989821	1.000000	8.000000	7.266667	0.904311	0.183333	0.917308
n3c6-b8	4935	6435	44415	0.001399	9.000000	9.000000	9.000000	0.000000	6.000000	7.000000	6.902098	0.297182	0.000000	8.000000	3628.000000	2597.911651	1148.015244	0.001243	0.563792	0.403716	0.178402	0.002481	1.125000	0.006955	0.023661	15.963341	7239.375000	44.754747	152.260391	1.000000	9.000000	8.053901	1.124081	0.210244	0.892221
n3c6-b9	2511	4935	25110	0.002026	10.000000	10.000000	10.000000	0.000000	3.000000	6.000000	5.088146	1.049596	0.000000	9.000000	3020.000000	2095.359219	927.602350	0.001824	0.611955	0.424592	0.187964	0.003311	1.111111	0.009909	0.031739	16.341060	5483.333333	48.900661	156.632286	1.000000	10.000000	8.711669	1.469895	0.257666	0.787535
n4c5-b10	120	630	1320	0.017460	11.000000	11.000000	11.000000	0.000000	2.000000	4.000000	2.095238	0.425918	0.000000	24.000000	479.000000	330.383333	135.371106	0.038095	0.760317	0.524418	0.214875	0.022965	0.458333	0.051189	0.062106	14.467641	288.750000	32.249096	39.127085	8.000000	11.000000	9.316667	0.921804	0.306061	0.510606
n4c5-b1	105	15	210	0.133333	2.000000	2.000000	2.000000	0.000000	14.000000	14.000000	14.000000	0.000000	0.000000	1.000000	14.000000	5.333333	3.399346	0.066667	0.933333	0.355556	0.226623	0.142857	2.000000	0.662351	0.581370	2.142857	30.000000	9.935267	8.720549	1.000000	2.000000	1.866667	0.339935	0.133333	0.938095
n4c5-b11	10	120	120	0.100000	12.000000	12.000000	12.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	19.000000	100.000000	72.200000	26.843249	0.158333	0.833333	0.601667	0.223694	0.120000	0.631579	0.216572	0.151213	14.400000	75.789474	25.988608	18.145571	7.000000	9.000000	8.600000	0.663325	0.566667	0.100000
n4c5-b2	455	105	1365	0.028571	3.000000	3.000000	3.000000	0.000000	13.000000	13.000000	13.000000	0.000000	0.000000	2.000000	92.000000	36.800000	21.578826	0.019048	0.876190	0.350476	0.205513	0.032609	1.500000	0.131338	0.130612	3.423913	157.500000	13.790482	13.714211	1.000000	3.000000	2.797802	0.407074	0.134799	0.940659
n4c5-b3	1350	455	5400	0.008791	4.000000	4.000000	4.000000	0.000000	9.000000	12.000000	11.868132	0.496334	0.000000	3.000000	367.000000	158.645926	87.573997	0.006593	0.806593	0.348672	0.192470	0.010899	1.333333	0.041212	0.058109	4.959128	606.666667	18.751289	26.439447	1.000000	4.000000	3.725926	0.468720	0.137037	0.937407
n4c5-b4	2852	1350	14260	0.003704	5.000000	5.000000	5.000000	0.000000	8.000000	11.000000	10.562963	0.882819	0.000000	12.000000	1000.000000	480.172160	247.005268	0.008889	0.740741	0.355683	0.182967	0.005000	0.416667	0.016979	0.023341	6.750000	562.500000	22.921318	31.510325	2.000000	5.000000	4.649369	0.531401	0.140252	0.926438
n4c5-b5	4340	2852	26040	0.002104	6.000000	6.000000	6.000000	0.000000	7.000000	10.000000	9.130435	1.145679	0.000000	19.000000	1915.000000	1051.650000	501.635717	0.006662	0.671459	0.368741	0.175889	0.003133	0.315789	0.009465	0.015330	8.935770	900.631579	26.995248	43.720855	3.000000	6.000000	5.564516	0.596251	0.145161	0.906644
n4c5-b6	4735	4340	33145	0.001613	7.000000	7.000000	7.000000	0.000000	6.000000	9.000000	7.637097	1.256635	0.000000	24.000000	2627.000000	1679.389652	748.116835	0.005530	0.605300	0.386956	0.172377	0.002665	0.291667	0.007036	0.012966	11.564522	1265.833333	30.536200	56.270598	4.000000	7.000000	6.464203	0.663370	0.153085	0.876814
n4c5-b7	3635	4735	29080	0.001690	8.000000	8.000000	8.000000	0.000000	5.000000	8.000000	6.141499	1.218061	0.000000	27.000000	2687.000000	1943.579367	824.716645	0.005702	0.567476	0.410471	0.174175	0.002977	0.296296	0.007026	0.013685	14.097507	1402.962963	33.267133	64.797649	5.000000	8.000000	7.335076	0.733531	0.166231	0.833528
n4c5-b8	1895	3635	17055	0.002476	9.000000	9.000000	9.000000	0.000000	4.000000	7.000000	4.691884	1.044394	0.000000	28.000000	2224.000000	1599.109235	663.596770	0.007703	0.611829	0.439920	0.182558	0.004047	0.321429	0.009589	0.018084	14.709982	1168.392857	34.855121	65.734036	6.000000	9.000000	8.150923	0.808541	0.188684	0.769100
n4c5-b9	630	1895	6300	0.005277	10.000000	10.000000	10.000000	0.000000	3.000000	6.000000	3.324538	0.763760	0.000000	27.000000	1299.000000	902.414286	373.813711	0.014248	0.685488	0.476208	0.197263	0.007698	0.370370	0.018383	0.029959	14.588145	701.851852	34.836225	56.773193	7.000000	10.000000	8.852381	0.884856	0.229524	0.666825
n4c6-b10	132402	186558	1456422	0.000059	11.000000	11.000000	11.000000	0.000000	6.000000	11.000000	7.806805	1.815878	0.000000	54.000000	102388.000000	73174.304776	32939.080704	0.000289	0.548827	0.392234	0.176562	0.000107	0.203704	0.000325	0.001717	20.042759	38002.555556	60.652656	320.370306	6.000000	11.000000	10.439978	0.744184	0.101822	0.833007
n4c6-b11	69235	132402	830820	0.000091	12.000000	12.000000	12.000000	0.000000	5.000000	10.000000	6.274981	1.604411	0.000000	47.000000	78049.000000	54305.888395	24132.237923	0.000355	0.589485	0.410159	0.182265	0.000154	0.255319	0.000479	0.002444	20.356750	33804.765957	63.406325	323.615708	7.000000	12.000000	11.305770	0.891361	0.115705	0.790149
n4c6-b1	210	21	420	0.095238	2.000000	2.000000	2.000000	0.000000	20.000000	20.000000	20.000000	0.000000	0.000000	1.000000	20.000000	7.333333	4.818944	0.047619	0.952381	0.349206	0.229474	0.100000	2.000000	0.529072	0.538535	2.100000	42.000000	11.110507	11.309236	1.000000	2.000000	1.904762	0.293544	0.095238	0.954762
n4c6-b12	25605	69235	332865	0.000188	13.000000	13.000000	13.000000	0.000000	4.000000	9.000000	4.807756	1.315705	0.000000	49.000000	44623.000000	29777.962234	13259.398104	0.000708	0.644515	0.430100	0.191513	0.000291	0.265306	0.000936	0.004044	20.170204	18368.469388	64.811034	279.956808	8.000000	13.000000	12.079828	1.113389	0.141565	0.738062
n4c6-b13	6300	25605	88200	0.000547	14.000000	14.000000	14.000000	0.000000	3.000000	8.000000	3.444640	0.990144	0.000000	45.000000	17968.000000	11597.139048	5221.681636	0.001757	0.701738	0.452925	0.203932	0.000779	0.311111	0.002508	0.008413	19.950467	7966.000000	64.224909	215.406561	9.000000	14.000000	12.696984	1.406140	0.186145	0.667744
n4c6-b14	920	6300	13800	0.002381	15.000000	15.000000	15.000000	0.000000	2.000000	6.000000	2.190476	0.648739	0.000000	32.000000	4777.000000	3026.277174	1379.401346	0.005079	0.758254	0.480361	0.218953	0.003140	0.468750	0.009694	0.022380	19.782290	2953.125000	61.071674	140.993180	8.000000	15.000000	12.991304	1.793082	0.267826	0.543116
n4c6-b15	60	920	960	0.017391	16.000000	16.000000	16.000000	0.000000	1.000000	3.000000	1.043478	0.291661	0.000000	27.000000	750.000000	475.433333	215.901317	0.029348	0.815217	0.516775	0.234675	0.021333	0.592593	0.059324	0.085642	19.626667	545.185185	54.578508	78.790875	7.000000	16.000000	11.816667	2.655131	0.522917	0.247917
n4c6-b2	1330	210	3990	0.014286	3.000000	3.000000	3.000000	0.000000	19.000000	19.000000	19.000000	0.000000	0.000000	2.000000	191.000000	70.400000	44.590326	0.009524	0.909524	0.335238	0.212335	0.015707	1.500000	0.076365	0.090231	3.298429	315.000000	16.036660	18.948603	1.000000	3.000000	2.856391	0.352830	0.095739	0.956391
n4c6-b3	5970	1330	23880	0.003008	4.000000	4.000000	4.000000	0.000000	15.000000	18.000000	17.954887	0.365107	0.000000	3.000000	1143.000000	436.280905	269.351987	0.002256	0.859398	0.328031	0.202520	0.003500	1.333333	0.017375	0.032974	4.654418	1773.333333	23.108567	43.855511	1.000000	4.000000	3.807873	0.401135	0.096064	0.957119
n4c6-b4	20058	5970	100290	0.000838	5.000000	5.000000	5.000000	0.000000	12.000000	17.000000	16.798995	0.776410	0.000000	4.000000	4839.000000	1959.987436	1162.454381	0.000670	0.810553	0.328306	0.194716	0.001033	1.250000	0.005039	0.015192	6.168630	7462.500000	30.081793	90.694333	1.000000	5.000000	4.760794	0.441869	0.095683	0.955180
n4c6-b5	51813	20058	310878	0.000299	6.000000	6.000000	6.000000	0.000000	11.000000	16.000000	15.498953	1.197733	0.000000	5.000000	15284.000000	6678.332754	3770.539826	0.000249	0.761990	0.332951	0.187982	0.000393	1.200000	0.001812	0.007853	7.874117	24069.600000	36.350367	157.514209	1.000000	6.000000	5.716365	0.477258	0.094545	0.948777
n4c6-b6	104115	51813	728805	0.000135	7.000000	7.000000	7.000000	0.000000	10.000000	15.000000	14.066065	1.555445	0.000000	24.000000	36841.000000	17643.540028	9440.767797	0.000463	0.711038	0.340523	0.182208	0.000190	0.291667	0.000804	0.002772	9.844765	15112.125000	41.636030	143.648882	2.000000	7.000000	6.674245	0.510145	0.093073	0.937034
n4c6-b7	163215	104115	1305720	0.000077	8.000000	8.000000	8.000000	0.000000	9.000000	14.000000	12.541132	1.802586	0.000000	39.000000	68581.000000	36482.544784	18497.073345	0.000375	0.658704	0.350406	0.177660	0.000117	0.205128	0.000453	0.001823	12.145055	21356.923077	47.211624	189.753886	3.000000	8.000000	7.632001	0.544792	0.092000	0.919771
n4c6-b8	198895	163215	1790055	0.000055	9.000000	9.000000	9.000000	0.000000	8.000000	13.000000	10.967466	1.925276	0.000000	47.000000	99102.000000	59141.933875	28531.255929	0.000288	0.607187	0.362356	0.174808	0.000091	0.191489	0.000321	0.001496	14.822456	31253.936170	52.365089	244.213702	4.000000	9.000000	8.584892	0.587922	0.092246	0.896980
n4c6-b9	186558	198895	1865580	0.000050	10.000000	10.000000	10.000000	0.000000	7.000000	12.000000	9.379723	1.926914	0.000000	53.000000	111802.000000	74844.490947	34655.266383	0.000266	0.562116	0.376302	0.174239	0.000089	0.188679	0.000286	0.001461	17.789932	37527.358491	56.907964	290.504256	5.000000	10.000000	9.525209	0.649621	0.094958	0.868300
shar_te2-b1	17160	286	34320	0.006993	2.000000	2.000000	2.000000	0.000000	120.000000	120.000000	120.000000	0.000000	0.000000	1.000000	284.000000	108.723310	64.668029	0.003497	0.993007	0.380151	0.226112	0.007042	2.000000	0.045733	0.136685	2.014085	572.000000	13.079581	39.091964	1.000000	2.000000	1.996620	0.058039	0.003380	0.794493
shar_te2-b2	200200	17160	600600	0.000175	3.000000	3.000000	3.000000	0.000000	35.000000	35.000000	35.000000	0.000000	0.000000	109.000000	16870.000000	6422.932602	3974.845146	0.006352	0.983100	0.374297	0.231634	0.000178	0.027523	0.001045	0.001959	3.051571	472.293578	17.926448	33.611016	2.000000	3.000000	2.992907	0.083920	0.004729	0.644815
shar_te2-b3	200200	200200	800800	0.000020	4.000000	4.000000	4.000000	0.000000	4.000000	4.000000	4.000000	0.000000	0.000000	945.000000	194434.000000	73915.582622	47001.272392	0.004720	0.971199	0.369209	0.234772	0.000021	0.004233	0.000129	0.000229	4.118621	847.407407	25.823902	45.904523	3.000000	4.000000	3.941344	0.234980	0.029328	0.373315
case39	40216	40216	1042160	0.000644	1.000000	20024.000000	25.914064	316.226318	1.000000	20024.000000	25.914064	316.226318	771.707822	0.000000	40206.000000	17550.129327	10575.625463	0.000000	0.999751	0.436397	0.262971	0.000000	0.498283	0.001471	0.009995	0.000000	20038.948490	59.172234	401.941957	1.000000	1006.000000	4.755073	15.797083	1.633012	0.980351
Trec3	1	2	1	0.500000	1.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.500000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000
Trec4	2	3	3	0.500000	1.000000	2.000000	1.500000	0.500000	0.000000	2.000000	1.000000	0.816497	0.333333	0.000000	1.000000	0.500000	0.500000	0.000000	0.333333	0.166667	0.166667	0.000000	2.000000	1.000000	1.000000	0.000000	6.000000	3.000000	3.000000	1.000000	1.000000	1.000000	0.000000	0.666667	0.500000
Trec5	3	7	12	0.571429	2.000000	5.000000	4.000000	1.414214	0.000000	3.000000	1.714286	0.880631	0.250000	1.000000	4.000000	3.000000	1.414214	0.142857	0.571429	0.428571	0.202031	1.250000	2.000000	1.500000	0.353553	8.750000	14.000000	10.500000	2.474874	1.000000	1.000000	1.000000	0.000000	1.500000	0.666667
Trec6	6	15	40	0.444444	2.000000	9.000000	6.666667	2.494438	0.000000	5.000000	2.666667	1.349897	0.350000	1.000000	9.000000	7.000000	2.886751	0.066667	0.600000	0.466667	0.192450	0.555556	2.000000	1.120370	0.435579	8.333333	30.000000	16.805556	6.533685	1.000000	5.000000	2.166667	1.343710	1.350000	0.781481
