matrix	nr_rows	nr_cols	nr_nzeros	density	nnz-r-min	nnz-r-max	nnz-r-avg	nnz-r-std	nnz-c-min	nnz-c-max	nnz-c-avg	nnz-c-std	skew_coeff	bw-min	bw-max	bw-avg	bw-std	bw-scaled-min	bw-scaled-max	bw-scaled-avg	bw-scaled-std	sc-min	sc-max	sc-avg	sc-std	sc-scaled-min	sc-scaled-max	sc-scaled-avg	sc-scaled-std	nr_groups-r-min	nr_groups-r-max	nr_groups-r-avg	nr_groups-r-std	num-neigh-avg	cross_row_sim-avg	mem_footprint
af_1_k101	503625	503625	17550675	6.9e-05	15.0	35.0	34.848697	1.25658	15.0	35.0	34.848697	1.25658	0.004342	439.0	1709.0	1706.257632	47.621805	0.000872	0.003393	0.003388	9.5e-05	0.014671	0.045558	0.020438	0.000854	7388.864437	22944.191344	10293.006946	429.960696	2.0	3.0	2.997468	0.050252	1.827972	0.925354	202.7727165222168
af_4_k101	503625	503625	17550675	6.9e-05	15.0	35.0	34.848697	1.25658	15.0	35.0	34.848697	1.25658	0.004342	439.0	1709.0	1706.257632	47.621805	0.000872	0.003393	0.003388	9.5e-05	0.014671	0.045558	0.020438	0.000854	7388.864437	22944.191344	10293.006946	429.960696	2.0	3.0	2.997468	0.050252	1.827972	0.925354	202.7727165222168
af_3_k101	503625	503625	17550675	6.9e-05	15.0	35.0	34.848697	1.25658	15.0	35.0	34.848697	1.25658	0.004342	439.0	1709.0	1706.257632	47.621805	0.000872	0.003393	0.003388	9.5e-05	0.014671	0.045558	0.020438	0.000854	7388.864437	22944.191344	10293.006946	429.960696	2.0	3.0	2.997468	0.050252	1.827972	0.925354	202.7727165222168
af_2_k101	503625	503625	17550675	6.9e-05	15.0	35.0	34.848697	1.25658	15.0	35.0	34.848697	1.25658	0.004342	439.0	1709.0	1706.257632	47.621805	0.000872	0.003393	0.003388	9.5e-05	0.014671	0.045558	0.020438	0.000854	7388.864437	22944.191344	10293.006946	429.960696	2.0	3.0	2.997468	0.050252	1.827972	0.925354	202.7727165222168
af_shell4	504855	504855	17588875	6.9e-05	20.0	40.0	34.839459	1.27522	20.0	40.0	34.839459	1.27522	0.148123	19.0	9484.0	3177.408206	1326.239937	3.8e-05	0.018786	0.006294	0.002627	0.002636	1.052632	0.01489	0.018813	1330.807149	531426.315789	7517.36928	9497.671368	1.0	5.0	3.003892	0.138451	1.827558	0.925096	203.21457290649414
af_shell9	504855	504855	17588875	6.9e-05	20.0	40.0	34.839459	1.27522	20.0	40.0	34.839459	1.27522	0.148123	19.0	9484.0	3177.408206	1326.239937	3.8e-05	0.018786	0.006294	0.002627	0.002636	1.052632	0.01489	0.018813	1330.807149	531426.315789	7517.36928	9497.671368	1.0	5.0	3.003892	0.138451	1.827558	0.925096	203.21457290649414
af_shell1	504855	504855	17588875	6.9e-05	20.0	40.0	34.839459	1.27522	20.0	40.0	34.839459	1.27522	0.148123	19.0	9484.0	3177.408206	1326.239937	3.8e-05	0.018786	0.006294	0.002627	0.002636	1.052632	0.01489	0.018813	1330.807149	531426.315789	7517.36928	9497.671368	1.0	5.0	3.003892	0.138451	1.827558	0.925096	203.21457290649414
af_shell2	504855	504855	17588875	6.9e-05	20.0	40.0	34.839459	1.27522	20.0	40.0	34.839459	1.27522	0.148123	19.0	9484.0	3177.408206	1326.239937	3.8e-05	0.018786	0.006294	0.002627	0.002636	1.052632	0.01489	0.018813	1330.807149	531426.315789	7517.36928	9497.671368	1.0	5.0	3.003892	0.138451	1.827558	0.925096	203.21457290649414
af_shell3	504855	504855	17588875	6.9e-05	20.0	40.0	34.839459	1.27522	20.0	40.0	34.839459	1.27522	0.148123	19.0	9484.0	3177.408206	1326.239937	3.8e-05	0.018786	0.006294	0.002627	0.002636	1.052632	0.01489	0.018813	1330.807149	531426.315789	7517.36928	9497.671368	1.0	5.0	3.003892	0.138451	1.827558	0.925096	203.21457290649414
af_shell5	504855	504855	17588875	6.9e-05	20.0	40.0	34.839459	1.27522	20.0	40.0	34.839459	1.27522	0.148123	19.0	9484.0	3177.408206	1326.239937	3.8e-05	0.018786	0.006294	0.002627	0.002636	1.052632	0.01489	0.018813	1330.807149	531426.315789	7517.36928	9497.671368	1.0	5.0	3.003892	0.138451	1.827558	0.925096	203.21457290649414
af_shell8	504855	504855	17588875	6.9e-05	20.0	40.0	34.839459	1.27522	20.0	40.0	34.839459	1.27522	0.148123	19.0	9484.0	3177.408206	1326.239937	3.8e-05	0.018786	0.006294	0.002627	0.002636	1.052632	0.01489	0.018813	1330.807149	531426.315789	7517.36928	9497.671368	1.0	5.0	3.003892	0.138451	1.827558	0.925096	203.21457290649414
af_shell6	504855	504855	17588875	6.9e-05	20.0	40.0	34.839459	1.27522	20.0	40.0	34.839459	1.27522	0.148123	19.0	9484.0	3177.408206	1326.239937	3.8e-05	0.018786	0.006294	0.002627	0.002636	1.052632	0.01489	0.018813	1330.807149	531426.315789	7517.36928	9497.671368	1.0	5.0	3.003892	0.138451	1.827558	0.925096	203.21457290649414
af_shell7	504855	504855	17588875	6.9e-05	20.0	40.0	34.839459	1.27522	20.0	40.0	34.839459	1.27522	0.148123	19.0	9484.0	3177.408206	1326.239937	3.8e-05	0.018786	0.006294	0.002627	0.002636	1.052632	0.01489	0.018813	1330.807149	531426.315789	7517.36928	9497.671368	1.0	5.0	3.003892	0.138451	1.827558	0.925096	203.21457290649414
cit-Patents	3774768	3774768	16518948	1e-06	0.0	770.0	4.376149	7.781204	0.0	779.0	4.376149	6.654672	174.953781	0.0	3691761.0	594083.784311	784264.377211	0.0	0.97801	0.157383	0.207765	0.0	2.0	0.000424	0.027362	0.0	7549536.0	1600.740773	103286.85739	0.0	738.0	4.348213	7.671867	0.012768	0.00835	203.4439582824707
human_gene2	14340	14340	18068388	0.087866	1.0	7229.0	1259.999163	1375.135291	1.0	7229.0	1259.999163	1375.135291	4.737305	0.0	14315.0	13471.004742	2550.529897	0.0	0.998257	0.939401	0.177861	0.0	2.0	0.088704	0.097642	0.0	28680.0	1272.015594	1400.19276	1.0	3369.0	908.89205	822.169248	0.557313	0.352098	206.83099746704102
GL7d21	822922	1437547	18174775	1.5e-05	1.0	396.0	22.085659	6.068404	0.0	36.0	12.642908	2.972383	16.930187	0.0	1437498.0	773477.611446	277190.656527	0.0	0.999966	0.538054	0.192822	0.0	0.571429	4.4e-05	0.000761	0.0	821455.428571	62.878413	1093.706304	1.0	395.0	22.083854	6.064006	0.000164	0.000197	211.13299560546875
Ga41As41H72	268096	268096	18488476	0.000257	18.0	702.0	68.962148	105.387553	18.0	702.0	68.962148	105.387553	9.179497	4796.0	69927.0	46185.569304	14188.879104	0.017889	0.260828	0.172273	0.052925	0.000402	0.014461	0.00148	0.001862	107.670878	3876.892084	396.799033	499.203387	9.0	119.0	28.136007	15.400206	1.184016	0.969575	212.60652542114258
great-britain_osm	7733822	7733822	16313034	0.0	1.0	8.0	2.109311	0.543376	1.0	8.0	2.109311	0.543376	2.792708	0.0	7714929.0	457212.407649	1258437.704321	0.0	0.997557	0.059119	0.162719	0.0	2.0	0.60976	0.476212	0.0	15467644.0	4715777.41481	3682940.453441	1.0	8.0	2.075475	0.512765	0.032083	0.74887	216.1900520324707
hugetric-00000	5824554	5824554	17467046	1e-06	2.0	3.0	2.998864	0.033684	2.0	3.0	2.998864	0.033684	0.000379	1.0	5824478.0	2256789.705804	1487691.209317	0.0	0.999987	0.387461	0.255417	0.0	2.0	0.000718	0.023127	2.031534	11649108.0	4181.79005	134704.855834	1.0	3.0	2.99672	0.057263	0.00143	0.52342	222.1133918762207
eu-2005	862664	862664	19235140	2.6e-05	0.0	6985.0	22.297372	29.333411	1.0	68922.0	22.297372	307.419431	312.265619	0.0	850640.0	214717.956458	268163.051086	0.0	0.986062	0.248901	0.310855	0.0	2.0	0.0346	0.193349	0.0	1725328.0	29848.188109	166795.343639	0.0	932.0	7.460388	10.914604	1.330828	0.760172	223.41951370239258
Freescale1	3428755	3428755	18920347	2e-06	1.0	27.0	5.518139	2.074958	1.0	25.0	5.518139	1.222767	3.892954	0.0	3427368.0	1901574.049918	805224.714777	0.0	0.999595	0.554596	0.234845	0.0	1.5	0.033428	0.210424	0.0	5143132.5	114615.671414	721493.343952	1.0	27.0	3.352399	1.799048	0.784953	0.641568	229.60585403442383
wikipedia-20051105	1634989	1634989	19753078	7e-06	0.0	4970.0	12.081475	31.074978	0.0	75547.0	12.081475	207.155263	410.373626	0.0	1634906.0	555995.135871	622110.380516	0.0	0.999949	0.34006	0.380498	0.0	2.0	0.000418	0.023624	0.0	3269978.0	682.886775	38625.065445	0.0	4866.0	11.676153	28.654732	0.067098	0.070929	232.29302978515625
circuit5M_dc	3523317	3523317	19194193	2e-06	1.0	27.0	5.447762	2.090861	1.0	25.0	5.447762	1.279413	3.956164	0.0	3425717.0	1563639.997141	603160.80288	0.0	0.972299	0.443798	0.171191	0.0	1.5	0.032533	0.207656	0.0	5284975.5	114623.14952	731636.268107	1.0	24.0	3.046091	1.472026	0.881709	0.652468	233.1004981994629
bundle_adj	513351	513351	20208051	7.7e-05	3.0	12588.0	39.364978	250.766094	3.0	12588.0	39.364978	250.766094	318.776627	2.0	510044.0	256878.608478	146400.148735	4e-06	0.993558	0.500396	0.285185	1.8e-05	1.5	0.00054	0.013889	9.058354	770026.5	277.367507	7129.747337	1.0	1026.0	3.590637	22.727101	1.817572	0.919642	233.22107315063477
msdoor	415863	415863	20240935	0.000117	28.0	77.0	48.672123	11.710018	28.0	77.0	48.672123	11.710018	0.582014	41.0	291414.0	86108.394846	76999.618383	9.9e-05	0.700745	0.20706	0.185156	0.00012	0.913043	0.009014	0.040308	50.047468	379701.0	3748.687573	16762.423952	2.0	18.0	5.796342	2.288424	1.761821	0.893619	233.22551345825195
fem_hifreq_circuit	491100	491100	20239237	8.4e-05	12.0	110.0	41.212048	16.228063	12.0	110.0	41.212048	16.228067	1.669122	180097.0	368973.0	275466.704903	40787.448993	0.366722	0.751319	0.560918	0.083053	4.1e-05	0.000425	0.000151	5.9e-05	20.297093	208.544972	74.311552	28.733211	2.0	40.0	15.062067	5.703296	1.269045	0.683355	233.4930877685547
kron_g500-logn18	262144	262144	21165908	0.000308	0.0	49163.0	80.741531	453.732304	0.0	49163.0	80.741531	453.732304	607.893579	0.0	262141.0	144664.482502	109471.062906	0.0	0.999989	0.551851	0.417599	0.0	0.5	0.000327	0.002176	0.0	131072.0	85.842515	570.444444	0.0	40025.0	79.939537	434.053903	0.019866	0.020173	243.2245979309082
StocF-1465	1465137	1465137	21005389	1e-05	1.0	189.0	14.336809	2.573777	1.0	189.0	14.336809	2.573777	12.18285	0.0	73188.0	49626.336052	21623.810273	0.0	0.049953	0.033871	0.014759	0.0	1.25	0.000514	0.002738	0.0	1831421.25	752.64185	4011.91164	1.0	75.0	9.218551	2.56963	0.714002	0.68589	245.97665786743164
rajat31	4690002	4690002	20316253	1e-06	1.0	1252.0	4.331822	1.106158	1.0	1252.0	4.331822	1.106158	288.023892	0.0	4688751.0	4557.086543	88691.648198	0.0	0.999733	0.000972	0.018911	0.0	0.025	0.019213	0.007119	0.0	117250.05	90106.759028	33385.981943	1.0	1252.0	3.132462	0.669979	0.553744	0.648584	250.39200592041016
gsm_106857	589446	589446	21758924	6.3e-05	12.0	106.0	36.914194	15.63206	12.0	106.0	36.914194	15.63206	1.871524	488559.0	589350.0	555498.162695	19012.976567	0.828844	0.999837	0.942407	0.032256	2e-05	0.000183	6.6e-05	2.8e-05	12.078481	108.07086	39.081618	16.302845	6.0	87.0	29.060986	10.849752	0.425484	0.384452	251.25968551635742
hugetric-00010	6592765	6592765	19771708	0.0	2.0	3.0	2.999001	0.031593	2.0	3.0	2.999001	0.031593	0.000333	1.0	6588506.0	2109269.751521	1790835.503855	0.0	0.999354	0.319937	0.271636	0.0	2.0	0.011984	0.092872	2.017961	13185530.0	79008.762584	612282.338216	1.0	3.0	2.9514	0.215347	0.031745	0.364666	251.41864776611328
M6	3501776	3501776	21003872	2e-06	3.0	10.0	5.998063	0.844716	3.0	10.0	5.998063	0.844716	0.667205	3.0	3493222.0	2243010.593034	705590.602338	1e-06	0.997557	0.640535	0.201495	1e-06	1.333333	6.7e-05	0.005174	3.084152	4669034.666667	236.18254	18116.989421	1.0	10.0	5.026684	1.034713	0.323897	0.276994	253.72845840454102
CoupCons3D	416800	416800	22322336	0.000128	20.0	76.0	53.556468	8.720782	20.0	76.0	53.556468	8.720782	0.419063	83363.0	166723.0	133795.283685	40328.480172	0.200007	0.400007	0.321006	0.096757	0.000216	0.000804	0.000424	8.6e-05	89.998381	334.972994	176.763559	35.920851	2.0	17.0	7.362313	2.195827	1.725064	0.888812	257.04883193969727
12month1	12471	872622	22624727	0.002079	1.0	75355.0	1814.187074	4554.407082	1.0	3420.0	25.927294	84.744322	40.53651	0.0	872611.0	586910.056531	226042.405344	0.0	0.999987	0.672582	0.259038	0.0	2.0	0.005352	0.040458	0.0	1745244.0	4670.649668	35304.531407	1.0	38876.0	1333.843477	2720.28176	0.529541	0.124633	258.9670295715332
as-Skitter	1696415	1696415	22190596	8e-06	1.0	35455.0	13.080877	136.860598	1.0	35455.0	13.080877	136.860598	2709.445173	0.0	1377078.0	632874.081569	428592.480041	0.0	0.811758	0.373066	0.252646	0.0	2.0	0.020458	0.180068	0.0	3392830.0	34705.432599	305469.571785	1.0	7521.0	9.338201	40.102897	0.572236	0.487448	260.4225311279297
333SP	3712815	3712815	22217266	2e-06	2.0	28.0	5.983941	0.702961	2.0	28.0	5.983941	0.702961	3.67919	2.0	3681176.0	881925.097964	762225.850938	1e-06	0.991478	0.237535	0.205296	1e-06	1.333333	0.000169	0.009302	4.039404	4950420.0	626.275935	34536.738233	1.0	26.0	4.656132	0.965502	0.443791	0.524387	268.4197006225586
hugetric-00020	7122792	7122792	21361554	0.0	2.0	3.0	2.999042	0.030933	2.0	3.0	2.999042	0.030933	0.000319	1.0	7122284.0	2267728.671467	1934901.788672	0.0	0.999929	0.318376	0.271649	0.0	2.0	0.012653	0.095178	2.014022	14245584.0	90126.223239	677932.101685	1.0	3.0	2.951465	0.215145	0.031728	0.366077	271.63488388061523
AS365	3799275	3799275	22736152	2e-06	2.0	14.0	5.98434	0.865496	2.0	14.0	5.98434	0.865496	1.339439	2.0	3794243.0	2406956.226956	753609.589888	1e-06	0.998676	0.63353	0.198356	1e-06	1.333333	8.3e-05	0.007052	3.008704	5065700.0	313.694777	26791.536344	1.0	12.0	5.028993	1.040104	0.319282	0.268258	274.6876983642578
Transport	1602111	1602111	23500731	9e-06	5.0	15.0	14.668603	1.115285	5.0	15.0	14.668603	1.115285	0.022592	51681.0	103362.0	100038.160789	12656.80284	0.032258	0.064516	0.062441	0.0079	6.8e-05	0.000212	0.000149	1.7e-05	108.5	339.934437	238.239193	27.689179	3.0	7.0	6.858708	0.514618	1.064845	0.997733	275.056095123291
Freescale2	2999349	2999349	23042677	3e-06	1.0	30167.0	7.682559	37.494028	1.0	30478.0	7.682559	37.575149	3925.686178	0.0	2999235.0	1292203.52512	691645.635295	0.0	0.999962	0.430828	0.230599	0.0	2.0	0.078435	0.377273	0.0	5998698.0	235253.839793	1131572.95393	1.0	20097.0	5.624378	15.393575	0.535806	0.574419	275.1441230773926
human_gene1	22283	22283	24669643	0.049684	1.0	7939.0	1107.106	1409.121606	1.0	7939.0	1107.106	1409.121606	6.170948	0.0	22257.0	20756.094512	4176.871467	0.0	0.998833	0.931477	0.187447	0.0	2.0	0.056975	0.127993	0.0	44566.0	1269.577847	2852.067708	1.0	3756.0	840.135978	903.314267	0.482284	0.282063	282.40666580200195
NLR	4163763	4163763	24975952	1e-06	3.0	20.0	5.998409	0.841931	3.0	20.0	5.998409	0.841931	2.334218	3.0	4163760.0	2607222.14677	869657.052944	1e-06	0.999999	0.62617	0.208863	1e-06	1.333333	6e-05	0.004565	3.117094	5551684.0	250.605257	19008.328043	1.0	20.0	5.019142	1.034552	0.326509	0.281044	301.71058654785156
GL7d17	1548650	955128	25978098	1.8e-05	0.0	69.0	16.774673	1.980101	0.0	94.0	27.198551	8.866176	3.113344	0.0	954514.0	519034.378747	192810.36959	0.0	0.999357	0.543419	0.201869	0.0	0.243243	5.4e-05	0.000738	0.0	232328.432432	51.767246	705.090107	0.0	69.0	16.773276	1.980268	0.000167	0.000258	303.20337295532227
delaunay_n22	4194304	4194304	25165738	1e-06	3.0	23.0	5.999979	1.336383	3.0	23.0	5.999979	1.336383	2.833346	2.0	4193265.0	1760268.485504	1119782.426606	0.0	0.999752	0.419681	0.266977	1e-06	1.5	0.058301	0.175182	3.003269	6291456.0	244532.995026	734766.391508	1.0	21.0	4.51879	1.237508	0.493732	0.480906	303.99901962280273
F1	343791	343791	26837113	0.000227	24.0	435.0	78.062291	40.809121	24.0	435.0	78.062291	40.809121	4.572473	593.0	343781.0	252150.499047	60451.993511	0.001725	0.999971	0.733441	0.175839	7.2e-05	0.130066	0.000375	0.001558	24.768284	44715.511781	128.967515	535.661337	3.0	81.0	16.499484	6.916204	1.577274	0.813166	308.4378471374512
rel9	9888048	274669	23667183	9e-06	0.0	4.0	2.393514	1.959363	0.0	163.0	86.166196	14.858644	0.671183	0.0	257464.0	37287.357032	46456.140882	0.0	0.937361	0.135754	0.169135	0.0	1.5	0.000862	0.018538	0.0	412003.5	236.710485	5091.810363	0.0	4.0	2.360073	1.941347	0.027943	0.33752	308.56932830810547
CurlCurl_4	2380515	2380515	26515867	5e-06	4.0	13.0	11.13871	0.855869	4.0	13.0	11.13871	0.855869	0.167101	4.0	44260.0	42625.355258	6741.004851	2e-06	0.018593	0.017906	0.002832	0.000137	1.0	0.000635	0.006984	326.993819	2380515.0	1511.290951	16626.329022	2.0	8.0	7.167157	0.809739	0.713108	0.522121	312.5309638977051
FullChip	2987012	2987012	26621990	3e-06	1.0	2312481.0	8.912582	1806.79903	1.0	2312476.0	8.912582	1806.796887	259461.515641	0.0	2985512.0	1657781.87606	794077.716901	0.0	0.999498	0.554997	0.265843	0.0	2.0	0.000525	0.020507	0.0	5974024.0	1569.334811	61253.31949	1.0	462269.0	5.508211	315.851373	0.763947	0.646863	316.0590476989746
cage14	1505785	1505785	27130349	1.2e-05	5.0	41.0	18.017412	5.367828	5.0	41.0	18.017412	5.367828	1.275577	2499.0	976037.0	331476.416903	188975.24826	0.00166	0.648191	0.220135	0.125499	1.4e-05	0.004402	8.5e-05	0.000113	21.206597	6628.105242	127.918407	169.455026	3.0	40.0	16.119544	5.191076	0.21067	0.783401	316.22632217407227
ML_Laplace	377002	377002	27689972	0.000195	26.0	74.0	73.447812	3.524814	26.0	74.0	73.447812	3.524814	0.007518	25.0	4665.0	3306.576734	609.003236	6.6e-05	0.012374	0.008771	0.001615	0.007854	1.04	0.024164	0.016467	2960.976669	392082.08	9110.007996	6208.138526	1.0	15.0	9.865247	1.645164	1.731367	0.927625	318.32473373413086
germany_osm	11548845	11548845	24738362	0.0	1.0	13.0	2.142064	0.528888	1.0	13.0	2.142064	0.528888	5.068914	0.0	11542151.0	805579.251707	1966789.354859	0.0	0.99942	0.069754	0.170302	0.0	2.0	0.614949	0.47823	0.0	23097690.0	7101952.213311	5523005.435376	1.0	12.0	2.114566	0.498857	0.025674	0.744367	327.16343688964844
nd24k	72000	72000	28715634	0.005539	110.0	520.0	398.82825	76.943539	110.0	520.0	398.82825	76.943539	0.303819	3124.0	71042.0	41313.831917	14849.344155	0.043389	0.986694	0.573803	0.206241	0.002735	0.152	0.01207	0.010145	196.950803	10944.0	869.050746	730.424893	5.0	81.0	47.127458	11.589079	1.76367	0.96763	328.8990135192871
Fault_639	638802	638802	28614564	7e-05	15.0	318.0	44.794105	5.161217	15.0	318.0	44.794105	5.161217	6.099148	29.0	39494.0	25710.557501	8365.006633	4.5e-05	0.061825	0.040248	0.013095	0.000636	1.034483	0.002435	0.006488	406.147293	660829.655172	1555.201406	4144.522823	1.0	43.0	9.411611	2.108867	1.579783	0.825075	329.90453720092773
mouse_gene	45101	45101	28967291	0.014241	1.0	8032.0	642.276025	856.669034	1.0	8032.0	642.276025	856.669034	11.505527	0.0	45093.0	38269.441165	12023.635754	0.0	0.999823	0.848528	0.266594	0.0	2.0	0.019598	0.099384	0.0	90202.0	883.900154	4482.334385	1.0	5478.0	571.835414	726.884255	0.219347	0.200004	331.67638778686523
nlpkkt80	1062400	1062400	28704672	2.5e-05	5.0	28.0	27.018705	3.735117	5.0	28.0	27.018705	3.735117	0.036319	512000.0	550481.0	537716.114082	7758.267765	0.481928	0.518149	0.506133	0.007303	9e-06	5.3e-05	5e-05	7e-06	9.649743	56.630699	53.38623	7.393644	3.0	10.0	9.78073	1.025658	1.276003	0.995937	332.55163955688477
wiki-topcats	1791489	1791489	28511807	9e-06	1.0	3907.0	15.915145	30.427314	1.0	238040.0	15.915145	283.780686	244.48944	0.0	1791441.0	933248.674711	590783.335327	0.0	0.999973	0.520935	0.329772	0.0	2.0	0.006281	0.086754	0.0	3582978.0	11252.113858	155419.155473	1.0	2813.0	14.447251	25.307675	0.184465	0.276482	333.12572860717773
asia_osm	11950757	11950757	25423206	0.0	1.0	9.0	2.12733	0.484832	1.0	9.0	2.12733	0.484832	3.230655	0.0	11874317.0	437807.310219	1484828.804705	0.0	0.993604	0.036634	0.124246	0.0	2.0	0.746196	0.427469	0.0	23901514.0	8917601.67321	5108572.971186	1.0	9.0	2.102545	0.446529	0.023302	0.840138	336.5340270996094
adaptive	6815744	6815744	27248640	1e-06	2.0	4.0	3.997897	0.045827	2.0	4.0	3.997897	0.045827	0.000526	2.0	6811174.0	3235051.342308	1646451.091584	0.0	0.999329	0.474644	0.241566	0.0	1.0	0.057835	0.177221	3.095384	6815744.0	394186.662044	1207894.30075	2.0	4.0	3.997897	0.045827	0.0	0.57435	337.83594131469727
rgg_n_2_21_s0	2097152	2097152	28975990	7e-06	0.0	37.0	13.816829	3.73264	0.0	37.0	13.816829	3.73264	1.677894	0.0	1052016.0	4766.971414	50322.992802	0.0	0.50164	0.002273	0.023996	0.0	0.111111	0.005928	0.001568	0.0	233016.888889	12432.294984	3288.952185	0.0	37.0	13.74895	3.705506	0.009826	0.014793	339.6038932800293
GL7d20	1437547	1911130	29893084	1.1e-05	0.0	395.0	20.794509	4.140267	0.0	43.0	15.641575	3.958324	17.995399	0.0	1911115.0	1028134.251448	365455.069464	0.0	0.999992	0.537972	0.191225	0.0	0.2	3.1e-05	0.000329	0.0	382226.0	58.341605	629.495017	0.0	394.0	20.793249	4.138145	0.000121	0.000141	347.5830078125
coPapersDBLP	540486	540486	30491458	0.000104	1.0	3299.0	56.41489	66.236146	1.0	3299.0	56.41489	66.236146	57.47747	0.0	539978.0	255688.145212	154053.768997	0.0	0.99906	0.473071	0.285028	0.0	2.0	0.070087	0.260113	0.0	1080972.0	37881.204626	140587.179232	1.0	887.0	21.241703	25.612271	1.246947	0.701811	351.00883865356445
soc-Pokec	1632803	1632803	30622564	1.1e-05	0.0	8763.0	18.754598	32.141341	0.0	13733.0	18.754598	32.140836	466.245417	0.0	1632378.0	739712.331445	509350.042121	0.0	0.99974	0.453032	0.311948	0.0	2.0	0.000562	0.028328	0.0	3265606.0	917.335422	46253.513361	0.0	5217.0	18.310969	28.840573	0.047309	0.05311	356.67608642578125
coPapersCiteseer	434102	434102	32073440	0.00017	1.0	1188.0	73.884571	101.278351	1.0	1188.0	73.884571	101.278351	15.079135	0.0	433522.0	177734.000203	125172.386904	0.0	0.998664	0.409429	0.288348	0.0	2.0	0.118348	0.323286	0.0	868204.0	51375.152626	140339.031886	1.0	427.0	21.76412	28.951532	1.410862	0.749656	368.7073631286621
dielFilterV3clx	420408	420408	32886208	0.000186	9.0	303.0	78.224506	36.29948	9.0	303.0	78.224506	36.29948	2.873466	116399.0	420391.0	273904.924921	87517.42554	0.276872	0.99996	0.651522	0.208173	4.1e-05	0.001953	0.00032	0.000192	17.055937	821.062602	134.472035	80.646029	3.0	150.0	39.134251	15.920935	0.999438	0.632646	377.95651626586914
mycielskian16	49151	49151	33382480	0.013818	15.0	24575.0	679.182112	1079.487788	15.0	24575.0	679.182112	1079.487788	35.183226	24574.0	49150.0	49141.999858	156.571591	0.499969	0.99998	0.999817	0.003186	0.000305	1.000041	0.013846	0.022534	15.000305	49153.000122	680.547036	1107.592696	1.0	16384.0	453.288071	665.752029	0.665194	0.802076	382.21966552734375
vas_stokes_1M	1090664	1090664	34767207	2.9e-05	1.0	577.0	31.877101	39.77614	3.0	1013.0	31.877101	54.818251	17.100767	0.0	1078014.0	649528.903194	216756.035799	0.0	0.988402	0.595535	0.198738	0.0	0.166667	0.000182	0.002862	0.0	181777.333333	198.5232	3121.77499	1.0	297.0	16.636415	24.816555	0.956215	0.767765	402.03966522216797
ss	1652680	1652680	34753577	1.3e-05	1.0	43.0	21.028618	11.219654	1.0	27.0	21.028618	7.175533	1.044832	0.0	1603068.0	778687.039429	286242.961483	0.0	0.969981	0.471166	0.173199	0.0	0.078431	0.000166	0.002498	0.0	129621.960784	274.130068	4127.849058	1.0	19.0	10.088628	3.976631	1.040486	0.78065	404.02760314941406
packing-500x100x100-b050	2145852	2145852	34976486	8e-06	0.0	18.0	16.29958	2.829581	0.0	18.0	16.29958	2.829581	0.104323	0.0	451891.0	12369.048769	37598.180913	0.0	0.210588	0.005764	0.017521	0.0	2.0	0.006956	0.014934	0.0	4291704.0	14925.655935	32046.900802	0.0	14.0	9.40382	1.390238	0.846127	0.930094	408.4598960876465
GL7d18	1955309	1548650	35590540	1.2e-05	1.0	73.0	18.202003	2.15359	0.0	69.0	22.981655	6.835185	3.010548	0.0	1548111.0	837450.757968	305398.142772	0.0	0.999652	0.540762	0.197203	0.0	2.0	3.6e-05	0.001591	0.0	3097300.0	56.37227	2464.165245	1.0	73.0	18.200875	2.153096	0.000124	0.000172	414.7603225708008
inline_1	503712	503712	36816342	0.000145	18.0	843.0	73.090063	35.632055	18.0	843.0	73.090063	35.632055	10.533716	36395.0	502406.0	161474.496321	53741.139077	0.072254	0.997407	0.320569	0.10669	3.8e-05	0.003413	0.000491	0.00026	19.084378	1719.183907	247.307902	130.89986	4.0	109.0	15.236905	5.318843	1.583065	0.823722	423.2511100769043
sx-stackoverflow	2601977	2601977	36233450	5e-06	0.0	38148.0	13.925354	137.849858	0.0	22258.0	13.925354	65.367052	2738.463634	0.0	2601968.0	624878.777412	804373.299137	0.0	0.999997	0.240155	0.309139	0.0	2.0	0.000148	0.009745	0.0	5203954.0	384.192332	25356.768054	0.0	36754.0	13.903825	136.711428	0.003092	0.11658	424.5846862792969
PFlow_742	742793	742793	37138461	6.7e-05	1.0	137.0	49.998399	19.972461	1.0	137.0	49.998399	19.972461	1.740088	0.0	14256.0	7489.239531	3808.976637	0.0	0.019192	0.010083	0.005128	0.0	1.052632	0.007681	0.008883	0.0	781887.368421	5705.146336	6598.014562	1.0	39.0	15.090963	5.183123	1.396342	0.752728	427.84949111938477
RM07R	381689	381689	37464962	0.000257	1.0	295.0	98.155729	68.684973	1.0	245.0	98.155729	64.314275	2.005428	0.0	310041.0	54138.962849	84128.538663	0.0	0.812287	0.141841	0.220411	0.0	0.222222	0.00807	0.011519	0.0	84819.777778	3080.138934	4396.623154	1.0	59.0	19.955618	13.354389	1.593389	0.853394	430.20849609375
GL7d19	1911130	1955309	37322725	1e-05	3.0	121.0	19.52914	2.854149	0.0	54.0	19.087891	5.225529	5.195869	7.0	1954169.0	1053276.720454	377351.678263	4e-06	0.999417	0.538675	0.192988	3e-06	0.642857	2.9e-05	0.000699	5.376112	1256984.357143	56.227988	1366.947678	2.0	120.0	19.528089	2.852891	0.000108	0.000139	434.41507720947266
